NombreChequeador,FechaDespacho,HoraDespacho,Carrier,NumeroGuia,CantidadDespachada,PaisDestino,ClienteID
Pedro Rodriguez O,2013-12-30,7:00:00,UPS,PAN-Z6TYZN5AKZIYM8,1,Panama,243
Victor Arias B,2013-12-30,12:00:00,Correos de Costa Rica,CRC-GG1UPRWND4ISBE,2,Costa Rica,191
Melissa Hernandez C,2013-12-30,12:00:00,FedEx,GTM-T4PH53TCJWL4QA,1,Guatemala,40
Melissa Hernandez C,2013-12-31,7:00:00,FedEx,NIC-77SJ6CXFLOD63Z,2,Nicaragua,263
Melissa Hernandez C,2013-12-31,9:00:00,DHL,PAN-EY3TQPDOYZIGCC,2,Panama,308
Melissa Hernandez C,2013-12-31,13:00:00,GoPato,GTM-UXGJGYD6MJW2P8,2,Guatemala,13
Pedro Rodriguez O,2013-12-31,12:00:00,UPS,NIC-NQU3KSF28IW0F1,1,Nicaragua,74
Juan Gomez H,2013-12-31,11:00:00,GoPato,GTM-2B3ZCTUELEMOPY,1,Guatemala,109
Victor Arias B,2013-12-31,13:00:00,DHL,GTM-HFH0MR8CYPEYIM,2,Guatemala,216
Pedro Rodriguez O,2014-01-01,9:00:00,Correos de Costa Rica,PAN-B2X4HK2G6ISEWI,2,Panama,197
Juan Gomez H,2014-01-01,12:00:00,GoPato,GTM-FDS8M407MPCZGU,3,Guatemala,2
Melissa Hernandez C,2014-01-01,7:00:00,DHL,PAN-SRI5DJV43MLP6K,2,Panama,224
Pedro Rodriguez O,2014-01-01,7:00:00,UPS,PAN-FG3OJ3IQTDED43,2,Panama,12
Javier Viquez T,2014-01-02,11:00:00,GoPato,CRC-P55FM7RH5MVBL4,1,Costa Rica,320
Javier Viquez T,2014-01-02,11:00:00,GoPato,NIC-SVM573ET88NFUY,1,Nicaragua,213
Juan Gomez H,2014-01-02,11:00:00,Correos de Costa Rica,GTM-NSYT7E1XQRSBB2,1,Guatemala,58
Pedro Rodriguez O,2014-01-02,12:00:00,UPS,CRC-C8XWCYBSDP8HW9,3,Costa Rica,198
Pedro Rodriguez O,2014-01-02,13:00:00,FedEx,PAN-62EED26F5SJ1TP,1,Panama,185
Victor Arias B,2014-01-02,8:00:00,DHL,PAN-N0A7RW9X33H4K9,2,Panama,211
Pedro Rodriguez O,2014-01-03,13:00:00,DHL,CRC-EBWOVW1Z7DZCVY,3,Costa Rica,339
Melissa Hernandez C,2014-01-03,10:00:00,GoPato,GTM-8HC0SVHSQ84F27,1,Guatemala,102
Juan Gomez H,2014-01-03,10:00:00,GoPato,PAN-H9WRBQV19DX308,1,Panama,364
Pedro Rodriguez O,2014-01-03,7:00:00,Correos de Costa Rica,GTM-1DQLXAX9C0POXY,3,Guatemala,372
Melissa Hernandez C,2014-01-04,9:00:00,FedEx,CRC-IVSV87L4WB4INZ,1,Costa Rica,199
Victor Arias B,2014-01-04,12:00:00,GoPato,PAN-07IBX4KXUZF8EX,1,Panama,304
Pedro Rodriguez O,2014-01-04,13:00:00,GoPato,GTM-6NGE6VYEYY2PC9,2,Guatemala,140
Juan Gomez H,2014-01-04,12:00:00,UPS,NIC-9MAJ4GNA3UKFFK,2,Nicaragua,236
Javier Viquez T,2014-01-04,10:00:00,GoPato,GTM-FHQWO4YHD6Z4VA,2,Guatemala,2
Pedro Rodriguez O,2014-01-04,7:00:00,FedEx,NIC-K0JXXIVMQXT4KZ,3,Nicaragua,325
Juan Gomez H,2014-01-05,13:00:00,FedEx,NIC-BH9UL5E1X1T3IN,2,Nicaragua,7
Pedro Rodriguez O,2014-01-05,8:00:00,Correos de Costa Rica,CRC-DS07ZJ94HQQIVG,1,Costa Rica,441
Melissa Hernandez C,2014-01-05,13:00:00,Correos de Costa Rica,NIC-GFSJPQNWC78HI5,2,Nicaragua,358
Javier Viquez T,2014-01-05,9:00:00,UPS,NIC-LO1TQ6HAM4DSD5,3,Nicaragua,447
Juan Gomez H,2014-01-05,9:00:00,DHL,CRC-BOPE9APJ0K5G5Y,3,Costa Rica,420
Javier Viquez T,2014-01-06,12:00:00,UPS,GTM-JRU9JDUSGGDTH2,1,Guatemala,425
Pedro Rodriguez O,2014-01-06,10:00:00,DHL,NIC-XJZ0RFMSC3RA0D,3,Nicaragua,55
Juan Gomez H,2014-01-06,11:00:00,GoPato,GTM-F231RMDLBNX54M,1,Guatemala,67
Victor Arias B,2014-01-06,12:00:00,Correos de Costa Rica,CRC-P6IO7TN06LP8UL,3,Costa Rica,54
Victor Arias B,2014-01-06,10:00:00,Correos de Costa Rica,CRC-H2NF8SATXFTJ6T,2,Costa Rica,430
Pedro Rodriguez O,2014-01-07,8:00:00,DHL,PAN-VC1WG1U8W1DHVF,1,Panama,204
Melissa Hernandez C,2014-01-07,11:00:00,GoPato,CRC-NT4LQDD47MM0WL,1,Costa Rica,309
Melissa Hernandez C,2014-01-07,11:00:00,UPS,PAN-G1L8ZMSYU0JD4D,2,Panama,336
Pedro Rodriguez O,2014-01-07,13:00:00,Correos de Costa Rica,NIC-0VG71SMQDKN77P,1,Nicaragua,179
Victor Arias B,2014-01-07,10:00:00,DHL,GTM-0G253ZK0GUW1YE,1,Guatemala,175
Melissa Hernandez C,2014-01-07,13:00:00,FedEx,GTM-PN5X2XVICCDW4O,2,Guatemala,20
Javier Viquez T,2014-01-07,7:00:00,Correos de Costa Rica,NIC-J5I5QTNCGCTE1A,3,Nicaragua,133
Javier Viquez T,2014-01-08,8:00:00,UPS,PAN-CWPN50YKJ3A4FO,2,Panama,43
Melissa Hernandez C,2014-01-08,11:00:00,Correos de Costa Rica,GTM-3M07NHOFADJ1WW,1,Guatemala,340
Pedro Rodriguez O,2014-01-08,9:00:00,GoPato,CRC-LM3YUJ01BICY25,3,Costa Rica,322
Pedro Rodriguez O,2014-01-08,7:00:00,FedEx,GTM-4FV0H4OON1AIPE,1,Guatemala,6
Javier Viquez T,2014-01-08,8:00:00,Correos de Costa Rica,PAN-IST16K2533Y3OD,1,Panama,110
Juan Gomez H,2014-01-08,10:00:00,DHL,GTM-4GNUTRCOYMACBV,2,Guatemala,163
Melissa Hernandez C,2014-01-09,11:00:00,DHL,PAN-E5JZY7EVWMIQ5K,1,Panama,69
Javier Viquez T,2014-01-09,7:00:00,FedEx,NIC-K466RVME8ROYY0,1,Nicaragua,287
Pedro Rodriguez O,2014-01-09,8:00:00,UPS,PAN-37X795LGK24505,1,Panama,245
Pedro Rodriguez O,2014-01-09,12:00:00,DHL,CRC-O2VG5GNSAFZ4CG,3,Costa Rica,123
Melissa Hernandez C,2014-01-09,8:00:00,FedEx,CRC-W19BZKBEKZGFA1,1,Costa Rica,64
Melissa Hernandez C,2014-01-09,12:00:00,Correos de Costa Rica,GTM-NKIWN8N132QP0B,1,Guatemala,218
Victor Arias B,2014-01-09,13:00:00,DHL,GTM-JROIL1FQLRT27Z,1,Guatemala,79
Juan Gomez H,2014-01-10,10:00:00,FedEx,CRC-7JC5JGZTVSXYJ1,2,Costa Rica,320
Victor Arias B,2014-01-10,13:00:00,FedEx,PAN-UNVLT1ROR1NGVN,2,Panama,329
Melissa Hernandez C,2014-01-10,7:00:00,DHL,NIC-QKD2I6HQXO1SC1,3,Nicaragua,448
Pedro Rodriguez O,2014-01-11,10:00:00,DHL,NIC-1SW8C0NJHSAKSO,1,Nicaragua,221
Melissa Hernandez C,2014-01-11,8:00:00,FedEx,CRC-AZ59LO3WFSZCHA,1,Costa Rica,203
Javier Viquez T,2014-01-11,7:00:00,UPS,CRC-EKW9IVJ02QZTX9,3,Costa Rica,178
Juan Gomez H,2014-01-11,7:00:00,DHL,NIC-FG3G63X86MQPCG,1,Nicaragua,419
Victor Arias B,2014-01-11,9:00:00,UPS,GTM-ZRLZZ1WTLONHZ4,3,Guatemala,118
Juan Gomez H,2014-01-11,11:00:00,UPS,CRC-OCP315YUNX5L4H,3,Costa Rica,64
Javier Viquez T,2014-01-12,13:00:00,FedEx,NIC-YDLIISNPE4DFP1,2,Nicaragua,202
Victor Arias B,2014-01-12,10:00:00,UPS,NIC-992U80LXLG8TGK,1,Nicaragua,66
Victor Arias B,2014-01-12,13:00:00,UPS,PAN-DNDDF3FWAZNZ2F,1,Panama,267
Melissa Hernandez C,2014-01-12,12:00:00,GoPato,GTM-LWK2RQCY5VO81Z,2,Guatemala,72
Juan Gomez H,2014-01-12,12:00:00,UPS,PAN-LJLMVRW0TRUY3S,2,Panama,113
Juan Gomez H,2014-01-12,8:00:00,GoPato,GTM-BH4RL2F8IAAW7I,1,Guatemala,272
Juan Gomez H,2014-01-13,12:00:00,UPS,GTM-SN1W9BKBSEVQXA,2,Guatemala,112
Victor Arias B,2014-01-13,10:00:00,UPS,GTM-0TEKDRFM4W4FAQ,2,Guatemala,136
Victor Arias B,2014-01-13,10:00:00,Correos de Costa Rica,GTM-BRJ889NL6JD6P4,2,Guatemala,67
Juan Gomez H,2014-01-13,12:00:00,Correos de Costa Rica,PAN-0GY9YESHQZQBBW,1,Panama,83
Melissa Hernandez C,2014-01-13,9:00:00,FedEx,CRC-6I6Q3QNCCPQ4HH,1,Costa Rica,438
Javier Viquez T,2014-01-14,8:00:00,Correos de Costa Rica,GTM-QCJGZSD62PI86V,2,Guatemala,333
Juan Gomez H,2014-01-14,13:00:00,Correos de Costa Rica,PAN-2XPLRNWDM4ULAW,3,Panama,413
Javier Viquez T,2014-01-14,11:00:00,DHL,CRC-P8GI1MRXY1PDW0,2,Costa Rica,274
Victor Arias B,2014-01-14,7:00:00,Correos de Costa Rica,PAN-6UZN8P4CWQLJUB,3,Panama,229
Pedro Rodriguez O,2014-01-15,7:00:00,UPS,PAN-MD1L83HPRJFDCP,1,Panama,379
Juan Gomez H,2014-01-15,12:00:00,UPS,GTM-LQMBV1CPY32GGY,2,Guatemala,310
Pedro Rodriguez O,2014-01-15,8:00:00,UPS,CRC-SBPBEHFZ9A03XF,3,Costa Rica,194
Pedro Rodriguez O,2014-01-15,8:00:00,DHL,GTM-W7OC1YD1GAP1WD,2,Guatemala,59
Melissa Hernandez C,2014-01-15,10:00:00,UPS,GTM-NW5Y1VDJOS17MS,3,Guatemala,341
Juan Gomez H,2014-01-16,10:00:00,Correos de Costa Rica,PAN-LS88SLP11X445I,3,Panama,226
Juan Gomez H,2014-01-16,7:00:00,GoPato,GTM-EPBE3L8SXT7YW2,1,Guatemala,80
Melissa Hernandez C,2014-01-16,13:00:00,FedEx,GTM-5WOGCHEULXOACN,2,Guatemala,88
Javier Viquez T,2014-01-16,12:00:00,UPS,GTM-CFFSBMO1JXLAF7,1,Guatemala,96
Victor Arias B,2014-01-17,7:00:00,GoPato,CRC-3Z5K8PJUH4X0HY,1,Costa Rica,22
Pedro Rodriguez O,2014-01-17,9:00:00,FedEx,PAN-4Y5Z9C7J0BDR7B,1,Panama,34
Pedro Rodriguez O,2014-01-17,12:00:00,GoPato,PAN-O64Q6PU294BZN8,1,Panama,302
Victor Arias B,2014-01-17,7:00:00,GoPato,NIC-WE843KGJ5BZ0GP,3,Nicaragua,27
Melissa Hernandez C,2014-01-17,10:00:00,Correos de Costa Rica,GTM-ESUBM9BLMSGQYM,1,Guatemala,122
Pedro Rodriguez O,2014-01-17,9:00:00,GoPato,GTM-LISZZR6I89AB3B,1,Guatemala,140
Javier Viquez T,2014-01-17,8:00:00,DHL,PAN-7Y078EN1DZ7NSD,1,Panama,345
Victor Arias B,2014-01-17,9:00:00,GoPato,GTM-TYZ7RRYCGEYN54,2,Guatemala,195
Pedro Rodriguez O,2014-01-18,7:00:00,UPS,NIC-71IOLID2HHG4XZ,3,Nicaragua,366
Victor Arias B,2014-01-18,11:00:00,Correos de Costa Rica,GTM-MANM5BAL88BXBJ,3,Guatemala,395
Melissa Hernandez C,2014-01-18,11:00:00,DHL,CRC-V4IDIRLDZNM95R,3,Costa Rica,426
Melissa Hernandez C,2014-01-19,8:00:00,Correos de Costa Rica,CRC-45Z6LIOPSNC0Z3,2,Costa Rica,14
Victor Arias B,2014-01-19,10:00:00,FedEx,CRC-KS5CYT6BDFBRQR,3,Costa Rica,253
Victor Arias B,2014-01-19,13:00:00,UPS,PAN-KFNO3Y5JPVRMZ5,3,Panama,308
Javier Viquez T,2014-01-20,9:00:00,FedEx,NIC-7Q8X1MDJXM8ZXW,3,Nicaragua,335
Juan Gomez H,2014-01-20,10:00:00,DHL,GTM-FNSHBG08ZSCATK,1,Guatemala,79
Victor Arias B,2014-01-20,9:00:00,FedEx,GTM-ZXZ8X4AZA4KTQ2,2,Guatemala,138
Pedro Rodriguez O,2014-01-20,8:00:00,UPS,CRC-55AX513AE1J512,3,Costa Rica,270
Melissa Hernandez C,2014-01-21,13:00:00,Correos de Costa Rica,NIC-RJ9S45EXB9RPY0,2,Nicaragua,347
Melissa Hernandez C,2014-01-21,10:00:00,GoPato,NIC-MZEFWTPO2MEGE3,3,Nicaragua,177
Victor Arias B,2014-01-21,12:00:00,GoPato,CRC-4UZLWQ98RPSGLT,2,Costa Rica,144
Javier Viquez T,2014-01-21,7:00:00,DHL,GTM-YD0RLI7IYTQZ3X,3,Guatemala,265
Victor Arias B,2014-01-22,11:00:00,FedEx,CRC-4588KE9CBL1ZSM,3,Costa Rica,235
Melissa Hernandez C,2014-01-22,11:00:00,GoPato,PAN-8SWWCBSY7FN41B,2,Panama,351
Juan Gomez H,2014-01-22,12:00:00,Correos de Costa Rica,NIC-487V2I13PY2485,1,Nicaragua,7
Javier Viquez T,2014-01-22,12:00:00,FedEx,PAN-DR61MCLG77JGQO,3,Panama,43
Javier Viquez T,2014-01-23,7:00:00,DHL,GTM-T7MIC0DZNL6P65,3,Guatemala,35
Pedro Rodriguez O,2014-01-23,12:00:00,Correos de Costa Rica,PAN-E1AP4AUTWWFD27,3,Panama,127
Javier Viquez T,2014-01-23,13:00:00,DHL,CRC-QDL4TZGB9SPOTK,1,Costa Rica,178
Juan Gomez H,2014-01-24,9:00:00,FedEx,NIC-HEBDZ83FM1OXS5,2,Nicaragua,27
Pedro Rodriguez O,2014-01-24,8:00:00,FedEx,PAN-P8LXH69AR1IUZT,2,Panama,34
Melissa Hernandez C,2014-01-24,10:00:00,DHL,CRC-8D7BJS81UHF6WL,2,Costa Rica,187
Melissa Hernandez C,2014-01-24,11:00:00,GoPato,PAN-7YK4B58N8RSZZ4,2,Panama,205
Melissa Hernandez C,2014-01-24,12:00:00,Correos de Costa Rica,NIC-76KSX2ESZ3N19E,3,Nicaragua,70
Javier Viquez T,2014-01-25,12:00:00,GoPato,GTM-J81ZSG426AUMWV,1,Guatemala,353
Victor Arias B,2014-01-25,7:00:00,Correos de Costa Rica,CRC-7UC6HA0I12J3NE,1,Costa Rica,199
Juan Gomez H,2014-01-25,13:00:00,FedEx,GTM-JTZV7MX2BPDRS6,2,Guatemala,290
Javier Viquez T,2014-01-25,13:00:00,UPS,PAN-LAJGTCBCNRNDDW,2,Panama,110
Javier Viquez T,2014-01-25,12:00:00,UPS,GTM-FGULLEUCOGR3LQ,2,Guatemala,36
Victor Arias B,2014-01-25,12:00:00,GoPato,CRC-KWY7SKUXPFEKGW,3,Costa Rica,387
Melissa Hernandez C,2014-01-26,10:00:00,FedEx,NIC-4RGVJ5MAENJ4DZ,1,Nicaragua,145
Victor Arias B,2014-01-26,10:00:00,FedEx,GTM-JUJTLB7ZVQL9P1,3,Guatemala,88
Pedro Rodriguez O,2014-01-26,13:00:00,GoPato,GTM-9IY04Z862K0VHS,3,Guatemala,415
Javier Viquez T,2014-01-26,13:00:00,UPS,GTM-EX6HBXZPIA99QA,3,Guatemala,260
Pedro Rodriguez O,2014-01-27,8:00:00,UPS,NIC-330W4EYVK4YLY8,1,Nicaragua,361
Juan Gomez H,2014-01-27,12:00:00,Correos de Costa Rica,GTM-3YFMASFDYYF1GB,1,Guatemala,319
Victor Arias B,2014-01-27,10:00:00,DHL,PAN-CUGHKF8D2EHCVS,1,Panama,268
Pedro Rodriguez O,2014-01-27,12:00:00,GoPato,CRC-N5F9LP7ZY8Z7VM,3,Costa Rica,164
Melissa Hernandez C,2014-01-27,13:00:00,UPS,GTM-VJ5ZCH7BYMGSGY,3,Guatemala,431
Javier Viquez T,2014-01-27,7:00:00,GoPato,GTM-BKYVFKM7YY3IHW,1,Guatemala,319
Melissa Hernandez C,2014-01-28,8:00:00,Correos de Costa Rica,GTM-903A50ZCPSGSCS,2,Guatemala,439
Javier Viquez T,2014-01-28,8:00:00,DHL,GTM-NQL3ASY4MO9FQ8,1,Guatemala,17
Pedro Rodriguez O,2014-01-28,13:00:00,UPS,GTM-14KSG6K74Y97EW,2,Guatemala,163
Victor Arias B,2014-01-28,8:00:00,DHL,PAN-0SSCIBRFLENNE3,2,Panama,397
Juan Gomez H,2014-01-29,8:00:00,UPS,GTM-3QA99IPG9CEWPL,2,Guatemala,79
Juan Gomez H,2014-01-29,8:00:00,Correos de Costa Rica,NIC-BN2R2SOQ0V5NSW,2,Nicaragua,45
Pedro Rodriguez O,2014-01-29,8:00:00,DHL,GTM-E9BLBAW275N6UE,3,Guatemala,106
Pedro Rodriguez O,2014-01-30,12:00:00,GoPato,PAN-41U4PZ3ATS4S0U,3,Panama,180
Melissa Hernandez C,2014-01-30,7:00:00,DHL,GTM-23RO45JD3MBO6U,1,Guatemala,433
Pedro Rodriguez O,2014-01-30,7:00:00,UPS,CRC-RNB454VQ2H12IZ,2,Costa Rica,281
Pedro Rodriguez O,2014-01-30,12:00:00,FedEx,CRC-FU5M9VXTG87ML3,2,Costa Rica,87
Victor Arias B,2014-01-30,12:00:00,UPS,CRC-RSCF908E76SZIP,2,Costa Rica,286
Victor Arias B,2014-01-31,8:00:00,Correos de Costa Rica,GTM-LVTSQPNUCADGPJ,1,Guatemala,67
Pedro Rodriguez O,2014-01-31,13:00:00,UPS,GTM-DHUN8995HVL0KG,2,Guatemala,140
Victor Arias B,2014-01-31,10:00:00,UPS,GTM-JI7GMH7RT4ECV6,1,Guatemala,380
Victor Arias B,2014-01-31,9:00:00,DHL,NIC-FUBIAS934HDUTT,3,Nicaragua,343
Victor Arias B,2014-01-31,7:00:00,Correos de Costa Rica,GTM-F51013146MYLJ4,1,Guatemala,201
Juan Gomez H,2014-01-31,7:00:00,FedEx,NIC-5E3XIU6UONO0DV,3,Nicaragua,82
Pedro Rodriguez O,2014-02-01,13:00:00,GoPato,GTM-VJH7ZYTWIB0539,3,Guatemala,323
Melissa Hernandez C,2014-02-01,10:00:00,UPS,GTM-7T3LI3ETJEYU55,3,Guatemala,344
Victor Arias B,2014-02-01,12:00:00,DHL,PAN-PQF44TMF9CPSPB,1,Panama,52
Javier Viquez T,2014-02-01,12:00:00,FedEx,CRC-DDE3XH9TXAPE66,1,Costa Rica,270
Victor Arias B,2014-02-01,10:00:00,FedEx,CRC-C8XPOE59XFJZMM,3,Costa Rica,235
Victor Arias B,2014-02-02,8:00:00,GoPato,PAN-GF7OB632MPT4KF,3,Panama,391
Victor Arias B,2014-02-02,13:00:00,Correos de Costa Rica,GTM-HOATO5V3H1IAKS,3,Guatemala,333
Melissa Hernandez C,2014-02-02,8:00:00,UPS,GTM-KXGN6F930E3VKW,1,Guatemala,158
Melissa Hernandez C,2014-02-03,8:00:00,UPS,CRC-G7XUTNIOTWYAWD,2,Costa Rica,350
Juan Gomez H,2014-02-03,11:00:00,DHL,PAN-YVA8I6PZTLA0SN,2,Panama,345
Melissa Hernandez C,2014-02-03,11:00:00,Correos de Costa Rica,CRC-8606V36BEN98SV,3,Costa Rica,262
Pedro Rodriguez O,2014-02-03,7:00:00,GoPato,CRC-8IKWCH24CFHHKG,3,Costa Rica,316
Pedro Rodriguez O,2014-02-04,12:00:00,UPS,PAN-K6AJM2EK7NJQV6,2,Panama,185
Javier Viquez T,2014-02-04,13:00:00,FedEx,PAN-S58RKDQIZWHEOO,3,Panama,192
Juan Gomez H,2014-02-04,9:00:00,FedEx,GTM-7EAV7NYTUBZL1D,1,Guatemala,140
Melissa Hernandez C,2014-02-04,13:00:00,Correos de Costa Rica,GTM-KUZU1FN3VQA57J,3,Guatemala,17
Melissa Hernandez C,2014-02-05,10:00:00,GoPato,GTM-RYD1VL8P2FGPF5,3,Guatemala,450
Victor Arias B,2014-02-05,13:00:00,Correos de Costa Rica,GTM-QL7QP5VJAJPCV1,3,Guatemala,122
Juan Gomez H,2014-02-05,13:00:00,DHL,GTM-L7CM29XUZY7MYR,3,Guatemala,272
Juan Gomez H,2014-02-06,7:00:00,GoPato,NIC-7UV7RIYVPUS1FG,2,Nicaragua,314
Victor Arias B,2014-02-06,10:00:00,DHL,CRC-O5DI3T7DB3BJEC,3,Costa Rica,19
Melissa Hernandez C,2014-02-06,7:00:00,FedEx,PAN-4UC8BUGOONS6PD,1,Panama,422
Javier Viquez T,2014-02-06,13:00:00,GoPato,GTM-4ZL1R3ZSCGMQPY,2,Guatemala,67
Juan Gomez H,2014-02-06,10:00:00,DHL,PAN-YYNZPVCC5D0BNL,3,Panama,401
Javier Viquez T,2014-02-07,12:00:00,FedEx,GTM-Y90BCAWLQ34BK5,3,Guatemala,31
Pedro Rodriguez O,2014-02-07,11:00:00,Correos de Costa Rica,CRC-AUTTY8ZXH6JSTJ,3,Costa Rica,97
Melissa Hernandez C,2014-02-07,11:00:00,DHL,GTM-NL8OMY77IYHB8E,3,Guatemala,155
Victor Arias B,2014-02-07,10:00:00,Correos de Costa Rica,CRC-I2PDC19N5OKDA9,3,Costa Rica,97
Javier Viquez T,2014-02-08,11:00:00,Correos de Costa Rica,GTM-2J23QIQK3XJGXC,1,Guatemala,81
Melissa Hernandez C,2014-02-08,9:00:00,FedEx,CRC-UMRA5OGHEGUEH1,2,Costa Rica,97
Javier Viquez T,2014-02-08,8:00:00,DHL,NIC-AXRA26VS8NBR2I,3,Nicaragua,388
Javier Viquez T,2014-02-08,10:00:00,Correos de Costa Rica,GTM-IDKRPXA46M9SSS,2,Guatemala,266
Melissa Hernandez C,2014-02-08,11:00:00,UPS,NIC-D9USHTTMFHTWYB,1,Nicaragua,292
Melissa Hernandez C,2014-02-09,13:00:00,DHL,NIC-JWF4A1K5YHDTT1,2,Nicaragua,429
Javier Viquez T,2014-02-09,13:00:00,GoPato,PAN-J3YM1DPDCWMIE4,3,Panama,327
Victor Arias B,2014-02-09,7:00:00,GoPato,CRC-GU6SMM3KOOFIK3,3,Costa Rica,222
Victor Arias B,2014-02-10,9:00:00,FedEx,PAN-3W1A9MZY0BH4Q5,2,Panama,114
Pedro Rodriguez O,2014-02-10,10:00:00,FedEx,GTM-HXO3K9RFB8VW4V,1,Guatemala,23
Javier Viquez T,2014-02-10,7:00:00,DHL,NIC-6RP8YFWIX0SSUX,3,Nicaragua,244
Javier Viquez T,2014-02-10,8:00:00,DHL,NIC-VH3XHZOTJ6J2DE,2,Nicaragua,298
Victor Arias B,2014-02-11,12:00:00,GoPato,PAN-ELC5W0YRCO43QQ,1,Panama,152
Juan Gomez H,2014-02-11,11:00:00,UPS,GTM-7V3O1PY52V28EZ,2,Guatemala,241
Victor Arias B,2014-02-11,13:00:00,DHL,GTM-GG9P3PYNXSXLM0,2,Guatemala,442
Victor Arias B,2014-02-11,9:00:00,GoPato,CRC-FSKCRQQ8MUR6K4,2,Costa Rica,346
Victor Arias B,2014-02-11,12:00:00,DHL,GTM-ZN18T4OWFWSL7J,3,Guatemala,61
Juan Gomez H,2014-02-12,13:00:00,UPS,NIC-EO33FJSO9N8ZIU,2,Nicaragua,356
Victor Arias B,2014-02-12,12:00:00,FedEx,PAN-JNINZP2CBZWZZ5,3,Panama,127
Javier Viquez T,2014-02-12,8:00:00,FedEx,NIC-2NMUYMA1FHI8GZ,2,Nicaragua,447
Melissa Hernandez C,2014-02-13,10:00:00,GoPato,PAN-F4UI0UXGTLYFUG,3,Panama,364
Melissa Hernandez C,2014-02-13,10:00:00,DHL,GTM-N3CIFRNRS5JGRU,1,Guatemala,63
Pedro Rodriguez O,2014-02-13,13:00:00,FedEx,NIC-Q9M646GWXQ0U0G,3,Nicaragua,314
Juan Gomez H,2014-02-13,12:00:00,FedEx,GTM-Q00FEIY7U2AYJK,1,Guatemala,25
Victor Arias B,2014-02-13,7:00:00,GoPato,NIC-HGDU0B2B9ZO8RO,2,Nicaragua,70
Juan Gomez H,2014-02-14,7:00:00,FedEx,CRC-HNCMG0XN77R8EW,1,Costa Rica,38
Juan Gomez H,2014-02-14,13:00:00,GoPato,GTM-PUDQN46R7SI0UJ,1,Guatemala,76
Javier Viquez T,2014-02-14,10:00:00,Correos de Costa Rica,GTM-ETD2Y0QNOS2LDY,3,Guatemala,47
Melissa Hernandez C,2014-02-14,9:00:00,UPS,GTM-EPYL04P3U1IU15,3,Guatemala,95
Pedro Rodriguez O,2014-02-15,10:00:00,UPS,PAN-ESWEMIJ93QLU8X,3,Panama,423
Javier Viquez T,2014-02-15,11:00:00,FedEx,CRC-N9OMU2RYAJ8XKF,1,Costa Rica,215
Juan Gomez H,2014-02-15,7:00:00,GoPato,GTM-SCDSQAXYEMPAQJ,1,Guatemala,443
Pedro Rodriguez O,2014-02-15,11:00:00,UPS,PAN-XKVTHPV2U7BUOL,1,Panama,422
Victor Arias B,2014-02-15,12:00:00,UPS,PAN-U89DEHSIRL0HEP,3,Panama,3
Pedro Rodriguez O,2014-02-16,12:00:00,FedEx,GTM-JWM61EC0KRNSVA,1,Guatemala,80
Melissa Hernandez C,2014-02-16,9:00:00,DHL,PAN-BD0RYK1PXLX688,3,Panama,267
Melissa Hernandez C,2014-02-16,11:00:00,Correos de Costa Rica,GTM-QGTVOY68ZXN61W,1,Guatemala,95
Melissa Hernandez C,2014-02-16,9:00:00,FedEx,NIC-AGKG7UI0ROQ4GX,3,Nicaragua,202
Pedro Rodriguez O,2014-02-16,8:00:00,FedEx,PAN-OUHUWCFCOH680K,3,Panama,130
Melissa Hernandez C,2014-02-17,10:00:00,DHL,CRC-MI16VYV8XLD7ZF,1,Costa Rica,9
Victor Arias B,2014-02-17,8:00:00,DHL,GTM-5INBZBQP7CAP0W,1,Guatemala,380
Victor Arias B,2014-02-17,8:00:00,FedEx,CRC-OS6H2YM8C7NBIU,3,Costa Rica,123
Juan Gomez H,2014-02-17,10:00:00,DHL,PAN-JTBHLXP67HWV0H,2,Panama,446
Melissa Hernandez C,2014-02-17,10:00:00,GoPato,CRC-LR82QV6G8HH7U9,3,Costa Rica,441
Javier Viquez T,2014-02-18,12:00:00,GoPato,PAN-7X4HR5K6P0PE5C,1,Panama,432
Juan Gomez H,2014-02-18,8:00:00,Correos de Costa Rica,NIC-9W7A5WWDSZ6P9D,2,Nicaragua,220
Javier Viquez T,2014-02-18,7:00:00,UPS,NIC-BSI8P6QTY07NH9,2,Nicaragua,381
Victor Arias B,2014-02-18,12:00:00,FedEx,PAN-SVY6GTRDZ28AID,1,Panama,367
Pedro Rodriguez O,2014-02-18,9:00:00,FedEx,NIC-GQOF1LU3GV687H,3,Nicaragua,146
Melissa Hernandez C,2014-02-18,8:00:00,UPS,CRC-3GMJIGNTKSDO1B,2,Costa Rica,62
Javier Viquez T,2014-02-19,11:00:00,Correos de Costa Rica,GTM-9SABDSFQASLBN7,1,Guatemala,58
Victor Arias B,2014-02-19,10:00:00,FedEx,CRC-UR8UEWDOC29UXM,3,Costa Rica,64
Juan Gomez H,2014-02-19,8:00:00,GoPato,GTM-GUXV4DGCRSRUXY,2,Guatemala,402
Juan Gomez H,2014-02-19,10:00:00,Correos de Costa Rica,NIC-LV4HVCP53YKQ57,1,Nicaragua,358
Melissa Hernandez C,2014-02-19,10:00:00,FedEx,PAN-15LJLYDXLOOPHK,3,Panama,351
Pedro Rodriguez O,2014-02-20,7:00:00,DHL,CRC-JHEW4DT4EVFLP1,2,Costa Rica,288
